"pmid","doi","authors","year","articletitle","journal","volume","issue","pages","abstract","meshHeadings","chemNames","grantAgency","grantNumber","grantCountry","nctID","ptype"
"32946928","10.1016/j.gene.2020.145119","Yang L|Yang Y|Meng M|Wang W|He S|Zhao Y|Gao H|Tang W|Liu S|Lin Z|Li L|Hou Z","2021","Identification of prognosis-related genes in the cervical cancer immune microenvironment.","Gene","766",NA,"145119","Cervical cancer is the fourth most commonly diagnosed cancer in women worldwide. The metastasis and invasion of this type of cancer are closely related to the tumor microenvironment. Immune cells and stromal cells dominate the tumor microenvironment in cervical cancer. Therefore, we should further investigate the complex interplay between the tumor progression with immune cells or stromal cells.|We downloaded the gene expression profiles and clinical data of 307 patients with cervical cancers based on the TCGA database. Subsequently, the Estimation of Stromal and Immune cells in Malignant Tumours using Expression data (ESTIMATE) algorithm was used to calculate the scores of stromal cells and immune cells in order to uncover differential expressed genes, and we analyzed the correlation between their scores and patient survival. Then the Cell type Identification By Estimating Relative Subsets Of known RNA Transcripts (CIBERSORT) deconvolution algorithm was applied to quantify the fraction and infiltration of 22 types of immune cells in cervical cancer. Moreover, we also used R language packs and network tools to analyze GO term, gene enrichment pathway, and protein-protein relationship to trace down genes related to inflammation and immune regulation.|The gene expression profiles and corresponding clinical data of 307 patients were obtained from TCGA database. The results showed that the scores were statistically significant between the high immunescore group and the low immunescore group. And the low immunescore group had shorter survival period than the high scores group (P = 0.035). Among the 22 types of immune cells, only T cells and mast cells were significantly related to the survival rate of cervical cancer patients. Moreover, PPI network analysis revealed that CCR5 and CXCL9, -10, -11/CXCR3 axis might be a new target for cervical cancer treatment. Finally, Kaplan-Meier survival curves found outnine representative genes significantly related to survival rate including BTNL8, CCR7, CD1E, CD6, CD27, CD79A, GRAP2, SP1B, LY9.|These genes can be used as markers for the prognosis and diagnosis of cervical cancer and also might be used as treatment targets.","Adult|Biomarkers, Tumor|Data Management|Female|Gene Expression Profiling|Gene Expression Regulation, Neoplastic|Humans|Kaplan-Meier Estimate|Middle Aged|Prognosis|Protein Interaction Maps|Stromal Cells|Transcriptome|Tumor Microenvironment|Uterine Cervical Neoplasms|Young Adult","Biomarkers, Tumor","NA","NA","NA","NA","Journal Article"
"32922202","10.7150/ijms.47356","Wang J|Yi Y|Chen Y|Xiong Y|Zhang W","2020","Potential mechanism of RRM2 for promoting Cervical Cancer based on weighted gene co-expression network analysis.","Int J Med Sci","17","15","2362-2372","Cervical cancer is the most common gynecologic malignant tumor, with a high incidence in 50-55-year-olds. This study aims to investigate the potential molecular mechanism of RRM2 for promoting the development of cervical cancer based on The Cancer Genome Atlas (TCGA) and the Gene Expression Omnibus (GEO). RRM2 was found to be significant upregulated in cervical tissue (P<0.05) by extracting the expression of RRM2 from TCGA, GSE63514, GSE7410, GSE7803 and GSE9750. Survival analysis indicated that the overall survival was significantly worse in the patients with high-expression of RRM2 (P<0.05). The top 1000 positively/negatively correlated genes with RRM2 by Pearson Correlation test were extracted. The gene co-expression network by Weighted Gene Co-Expression Network Analysis (WGCNA) with these genes and the clinical characteristics (lymphocyte infiltration, monocyte infiltration, necrosis, neutrophil infiltration, the number of normal/stromal/tumor cells and the number of tumor nuclei) was constructed. By screening the hub nodes from the co-expression network, results suggested that RRM2 may co-express with relevant genes to regulate the number of stromal/tumor cells and the process of lymphocyte infiltration to promote the progression of cervical cancer. RRM2 is likely to become a novel potential diagnostic and prognostic biomarker of cervical cancer and provide evidence to support the study of mechanisms for cervical cancer.","Biomarkers, Tumor|Cell Line, Tumor|Cell Proliferation|Cervix Uteri|Datasets as Topic|Disease Progression|Female|Gene Expression Profiling|Gene Expression Regulation, Neoplastic|Gene Regulatory Networks|Humans|Oligonucleotide Array Sequence Analysis|Prognosis|Protein Interaction Mapping|Protein Interaction Maps|Ribonucleoside Diphosphate Reductase|Survival Analysis|Up-Regulation|Uterine Cervical Neoplasms","Biomarkers, Tumor|ribonucleotide reductase M2|Ribonucleoside Diphosphate Reductase","NA","NA","NA","NA","Journal Article"
"32733542","10.3389/fgene.2020.00727","Zhao Z|Li J|Li H|Yuan Wu NY|Ou-Yang P|Liu S|Cai J|Wang J","2020","Integrative Bioinformatics Approaches to Screen Potential Prognostic Immune-Related Genes and Drugs in the Cervical Cancer Microenvironment.","Front Genet","11",NA,"727","In developing countries, cervical cancer is still the major cause of cancer-related death among women. To better understand the correlation between tumor microenvironment (TME) and prognosis of cervical cancer, we screened 1367 differentially expressed genes (DEGs) of cervical cancer samples in The Cancer Genome Atlas (TCGA) database using Estimation of STromal and Immune cells in MAlignant Tumor tissues using Expression data (ESTIMATE) algorithm-derived immune scores. Then, we extracted 401 tumor immune microenvironment (TIME)-related DEGs that related to patients' survival outcomes. Protein-protein interaction (PPI) network and functional enrichment analysis revealed that the prognostic genes mainly participated in myeloid leukocyte activation, adaptive immune response regulation, and receptor signaling pathways. A total of 79 key prognostic DEGs were obtained through PPI network. A TF-lncRNA-miRNA-mRNA regulatory network was constructed to explore the potential regulatory mechanism. 4 genes (CCR7, PD-1, ZAP70, and CD28) were validated in another independent cohort of cervical cancer from the Gene Expression Omnibus (GEO) database. Finally, potential drugs for key prognostics DEGs were predicted using DrugBank. In conclusion, we obtained a list of potential prognostic TIME-related genes and potential predicted drugs by integrative bioinformatics approaches. A comprehensive understanding of prognostic genes within the TIME may provide new strategies for cervical cancer treatment.","NA","NA","NA","NA","NA","NA","Journal Article"
"32718341","10.1186/s12885-020-07161-0","Lee SY|Chae DK|Lee SH|Lim Y|An J|Chae CH|Kim BC|Bhak J|Bolser D|Cho DH","2020","Efficient mutation screening for cervical cancers from circulating tumor DNA in blood.","BMC Cancer","20","1","694","Early diagnosis and continuous monitoring are necessary for an efficient management of cervical cancers (CC). Liquid biopsy, such as detecting circulating tumor DNA (ctDNA) from blood, is a simple, non-invasive method for testing and monitoring cancer markers. However, tumor-specific alterations in ctDNA have not been extensively investigated or compared to other circulating biomarkers in the diagnosis and monitoring of the CC. Therfore, Next-generation sequencing (NGS) analysis with blood samples can be a new approach for highly accurate diagnosis and monitoring of the CC.|Using a bioinformatics approach, we designed a panel of 24 genes associated with CC to detect and characterize patterns of somatic single-nucleotide variations, indels, and copy number variations. Our NGS CC panel covers most of the genes in The Cancer Genome Atlas (TCGA) as well as additional cancer driver and tumor suppressor genes. We profiled the variants in ctDNA from 24 CC patients who were being treated with systemic chemotherapy and local radiotherapy at the Jeonbuk National University Hospital, Korea.|Eighteen out of 24 genes in our NGS CC panel had mutations across the 24 CC patients, including somatic alterations of mutated genes (ZFHX3-83%, KMT2C-79%, KMT2D-79%, NSD1-67%, ATM-38% and RNF213-27%). We demonstrated that the RNF213 mutation could be used potentially used as a monitoring marker for response to chemo- and radiotherapy.|We developed our NGS CC panel and demostrated that our NGS panel can be useful for the diagnosis and monitoring of the CC, since the panel detected the common somatic variations in CC patients and we observed how these genetic variations change according to the treatment pattern of the patient.","Adenocarcinoma|Adenosine Triphosphatases|Aged|Carcinoma, Squamous Cell|Circulating Tumor DNA|Class I Phosphatidylinositol 3-Kinases|DNA-Binding Proteins|Female|Genetic Markers|High-Throughput Nucleotide Sequencing|Homeodomain Proteins|Humans|Middle Aged|Mutation|Neoplasm Proteins|Prospective Studies|Proto-Oncogene Proteins p21(ras)|Sensitivity and Specificity|Ubiquitin-Protein Ligases|Uterine Cervical Neoplasms","Circulating Tumor DNA|DNA-Binding Proteins|Genetic Markers|Homeodomain Proteins|KMT2C protein, human|KMT2D protein, human|KRAS protein, human|Neoplasm Proteins|ZFHX3 protein, human|RNF213 protein, human|Ubiquitin-Protein Ligases|Class I Phosphatidylinositol 3-Kinases|PIK3CA protein, human|Adenosine Triphosphatases|Proto-Oncogene Proteins p21(ras)","Nation Research Foundation|Korea Industrial Technology Association|Ul-san Research Fund of UNIST|Ulsan Research Fund of UNIST","2017M3A9F7074175|2017R1A2B4012353|KOITAR&D150405|1.180024.01|1.180017.01","","NA","Journal Article"
"32456463","10.1089/dna.2020.5590","Liu J|Yang J|Gao F|Li S|Nie S|Meng H|Sun R|Wan Y|Jiang Y|Ma X|Cheng W","2020","A microRNA-Messenger RNA Regulatory Network and Its Prognostic Value in Cervical Cancer.","DNA Cell Biol","39","7","1328-1346","Cervical cancer (CC) is the fourth commonest cancer in women worldwide. Increasing evidence proves that microRNA (miRNA)-messenger RNA (mRNA) network is involved in CC. In this study, miRNA and mRNA expression profiles were downloaded from The Cancer Genome Atlas (TCGA) database. Differently expressed miRNAs (DE-miRNAs) and mRNAs (DE-mRNAs) were obtained by ""Empirical Analysis of Digital Gene Expression Data in R (EdgeR)"" package. Then, functional analyses were conducted. With Cytoscape software, a protein-protein interaction (PPI) network was established to identify hub genes that were used for building an miRNA-hub gene network. Next, a prognostic signature based on hub genes was constructed by Cox regression analysis, and its prognostic value was assessed by a nomogram. Finally, the relationship between immune cell infiltration and the three genes in the prognostic model was investigated by using the CIBERSORT algorithm. We screened out 5096 DE-mRNAs and 114 DE-miRNAs between healthy cervical and CC tissues. Then, 102 target DE-mRNAs of upregulated DE-miRNAs and 150 target DE-mRNAs of downregulated DE-miRNAs were obtained. PPI network demonstrated 20 hub nodes with higher connectivity. DE-mRNAs were mostly enriched in pathways in cancer, cell cycle, and proteoglycans in cancer. The miRNA-hub gene network showed that most hub genes could be potentially modulated by miR-200c-3p, miR-23b-3p, and miR-106b-5p. Quantitative real-time PCR proved that 10 miRNAs were downregulated and 6 mRNAs were upregulated markedly in CC tissues. Furthermore, a prognostic signature was established based on enhancer of zeste homolog 2 (EZH2), Fms-related tyrosine kinase 1 (FLT1), and glyceraldehyde 3-phosphate dehydrogenase (GAPDH). The area under the curve value of the 5-year receiver operating characteristic curve was 0.609. The three genes were also found to be related to the infiltration of six types of immune cells, including dendritic cells, macrophages M0 and M1, mast cells, and monocytes. In conclusion, the development of CC is regulated by the miRNA-mRNA network we proposed in this study.","Computational Biology|Female|Gene Ontology|Gene Regulatory Networks|Humans|MicroRNAs|Prognosis|Protein Interaction Mapping|RNA, Messenger|Risk Assessment|Uterine Cervical Neoplasms","MicroRNAs|RNA, Messenger","NA","NA","NA","NA","Journal Article"
"32368784","10.1042/BSR20194365","Ma X|Liu J|Wang H|Jiang Y|Wan Y|Xia Y|Cheng W","2020","Identification of crucial aberrantly methylated and differentially expressed genes related to cervical cancer using an integrated bioinformatics analysis.","Biosci Rep","40","5",NA,"Methylation functions in the pathogenesis of cervical cancer. In the present study, we applied an integrated bioinformatics analysis to identify the aberrantly methylated and differentially expressed genes (DEGS), and their related pathways in cervical cancer. Data of gene expression microarrays (GSE9750) and gene methylation microarrays (GSE46306) were gained from Gene Expression Omnibus (GEO) databases. Hub genes were identified by 'limma' packages and Venn diagram tool. Functional analysis was conducted by FunRich. Search Tool for the Retrieval of Interacting Genes Database (STRING) was used to analyze protein-protein interaction (PPI) information. Gene Expression Profiling Interactive Analysis (GEPIA), immunohistochemistry staining, and ROC curve analysis were conducted for validation. Gene Set Enrichment Analysis (GSEA) was also performed to identify potential functions.We retrieved two upregulated-hypomethylated oncogenes and eight downregulated-hypermethylated tumor suppressor genes (TSGs) for functional analysis. Hypomethylated and highly expressed genes (Hypo-HGs) were significantly enriched in cell cycle and autophagy, and hypermethylated and lowly expressed genes (Hyper-LGs) in estrogen receptor pathway and Wnt/β-catenin signaling pathway. Estrogen receptor 1 (ESR1), Erythrocyte membrane protein band 4.1 like 3 (EPB41L3), Endothelin receptor B (EDNRB), Inhibitor of DNA binding 4 (ID4) and placenta-specific 8 (PLAC8) were hub genes. Kaplan-Meier method was used to evaluate survival data of each identified gene. Lower expression levels of ESR1 and EPB41L3 were correlated with a shorter survival time. GSEA results showed that 'cell adhesion molecules' was the most enriched item. This research inferred the candidate genes and pathways that might be used in the diagnosis, treatment, and prognosis of cervical cancer.","Biomarkers, Tumor|Computational Biology|DNA Methylation|Databases, Genetic|Estrogen Receptor alpha|Female|Gene Expression Profiling|Gene Expression Regulation, Neoplastic|Gene Regulatory Networks|Humans|Inhibitor of Differentiation Proteins|Microfilament Proteins|Pregnancy Proteins|Protein Interaction Maps|Receptor, Endothelin B|Signal Transduction|Transcriptome|Uterine Cervical Neoplasms","Biomarkers, Tumor|EDNRB protein, human|EPB41L3 protein, human|ESR1 protein, human|Estrogen Receptor alpha|ID4 protein, human|Inhibitor of Differentiation Proteins|Microfilament Proteins|Pregnancy Proteins|Receptor, Endothelin B","NA","NA","NA","NA","Journal Article|Research Support, Non-U.S. Gov't"
"32307200","10.1016/j.prp.2020.152952","Yuan Y|Shi X|Li B|Peng M|Zhu T|Lv G|Liu L|Jin H|Li L|Qin D","2020","Integrated analysis of key microRNAs /TFs /mRNAs/ in HPV-positive cervical cancer based on microRNA sequencing and bioinformatics analysis.","Pathol Res Pract","216","6","152952","Cervical squamous cell carcinoma (CESC) is one of the most common malignancies associated with mortality in females. Its onset and prognosis are primarily concerned with persistent infection with high-risk types of human papillomavirus (HPV). However, the molecular mechanisms of HPV-positive CESC remain unclear.|In this study, we conducted a high-throughput sequencing to identify differentially expressed miRNAs (DEMs). Besides, three series were selected from the Gene Expression Omnibus (GEO) database to identify differentially expressed genes (DEGs). Then the miRNA-TF-gene regulatory network was constructed using bioinformatic methods. Genes in the network were performed functional enrichment analysis and protein-protein interaction (PPI) network analysis. Ultimately, the expression levels of six key miRNAs, TFs, and mRNAs were validated by 20 HPV-positive CESC tissues and 15 normal cervical samples.|A total of 52 DEMs and 300 DEGs differed between the HPV-positive CESC and normal cervical samples. Then the miRNA-TF-gene regulatory network was constructed consisting of 22 miRNAs, 6 TFs, and 76 corresponding genes, among which miR-149-5p, miRNA-1248 and E2F4 acted as key regulators. PPI network analysis showed that ten genes including TOP2A, AURKA, CHEK1, KIF11, MCM4, MKI67, DTL, FOXM1, SMC4, and FBXO5 were recognized as hub genes with the highest connectivity degrees. Besides, five key molecules miRNA-149-5p, E2F4, KIF11, DTL, and SMC4 were suggested to play crucial roles in the development of HPV-positive CESC.|These results present a unique insight into the pathological mechanisms of HPV-positive CESC and possibly provides potential therapeutic targets.","Carcinoma, Squamous Cell|Computational Biology|Female|Gene Regulatory Networks|Humans|MicroRNAs|Papillomavirus Infections|Protein Interaction Maps|RNA, Messenger|Transcription Factors|Uterine Cervical Neoplasms","MicroRNAs|RNA, Messenger|Transcription Factors","NA","NA","NA","NA","Journal Article"
"32256087","10.2147/OTT.S241366","Cao H|Pan G|Tang S|Zhong N|Liu H|Zhou H|Peng Q|Zou Y","2020","miR-145-5p Regulates the Proliferation, Migration and Invasion in Cervical Carcinoma by Targeting KLF5.","Onco Targets Ther","13",NA,"2369-2376","Cervical carcinoma (CC) is a serious threat to women's health and few effective therapeutic methods have been discovered. The purpose of this study is to explore the underlying mechanism of miR-145-5p in CC.|Bioinformatics methods were employed to analyze the gene expression data of CC from TCGA database. qRT-PCR was used to detect the expression of miR-145-5p and KLF5 in CC cells, and Western blot was employed for the examination of KLF5 protein level. The targeted relationship between miR-145-5p and KLF5 was verified by a dual-luciferase reporter assay. Moreover, CCK-8, wound healing assay and transwell invasion assay were used to analyze the effects of miR-145-5p overexpression or KLF5 silencing on the proliferation, migration and invasion of CC cells.|miR-145-5p was shown to be down-regulated in CC tissues and cells, while KLF5 was up-regulated. miR-145-5p could bind to the complementary sequence within the wild type KLF5 3'UTR rather than the mutant one. In addition, miR-145-5p could effectively down-regulate KLF5, in turn inhibiting the proliferation, migration and invasion of CC cells.|miR-145-5p regulates the proliferation, migration and invasion of CC cells by targeting KLF5.","NA","NA","NA","NA","NA","NA","Journal Article"
"32181600","10.1002/mgg3.1200","Yang HJ|Xue JM|Li J|Wan LH|Zhu YX","2020","Identification of key genes and pathways of diagnosis and prognosis in cervical cancer by bioinformatics analysis.","Mol Genet Genomic Med","8","6","e1200","Cervical cancer as one of the most common malignant tumors lead to bad prognosis among women. Some researches already focus on the carcinogenesis and pathogenesis of cervical cancer, but it is still necessary to identify more key genes and pathways.|Differentially expressed genes were identified by GEO2R from the gene expression omnibus (GEO) website, then gene ontology (GO) and Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analyzed by DAVID. Meanwhile, protein-protein interaction network was constructed by STRING, and both key genes and modules were found in visualizing network through Cytoscape. Besides, GEPIA did the differential expression of key genes and survival analysis. Finally, the expression of genes related to prognosis was further explored by UNLCAN, oncomine, and the human protein atlas.|Totally 57 differentially expressed genes were founded, not only enriched in G1/S transition of mitotic cell cycle, mitotic nuclear division, and cell division but also participated in cytokine-cytokine receptor interaction, toll-like receptor signaling pathway, and amoebiasis. Additionally, 12 hub genes and 3 key modules were screened in the Cytoscape visualization network. Further survival analysis showed that TYMS (OMIM accession number 188350), MCM2 (OMIM accession number 116945), HELLS (OMIM accession number 603946), TOP2A (OMIM accession number 126430), and CXCL8 (OMIM accession number 146930) were associated with the prognosis of cervical cancer.|This study aim to better understand the characteristics of some genes and signaling pathways about cervical cancer by bioinformatics, and could provide further research ideas to find new mechanism, more prognostic factors, and potential therapeutic targets for cervical cancer.","Biomarkers, Tumor|Computational Biology|DNA Helicases|DNA Topoisomerases, Type II|Female|Gene Regulatory Networks|Humans|Interleukin-8|Minichromosome Maintenance Complex Component 2|Poly-ADP-Ribose Binding Proteins|Protein Interaction Maps|Thymidylate Synthase|Transcriptome|Uterine Cervical Neoplasms","Biomarkers, Tumor|CXCL8 protein, human|Interleukin-8|Poly-ADP-Ribose Binding Proteins|TYMS protein, human|Thymidylate Synthase|DNA Helicases|MCM2 protein, human|Minichromosome Maintenance Complex Component 2|HELLS protein, human|DNA Topoisomerases, Type II|TOP2A protein, human","NA","NA","NA","NA","Journal Article|Research Support, Non-U.S. Gov't"
"32083574","10.3233/CBM-190533","Liu J|Li S|Lin L|Jiang Y|Wan Y|Zhou S|Cheng W","2020","Co-expression network analysis identified atypical chemokine receptor 1 (ACKR1) association with lymph node metastasis and prognosis in cervical cancer.","Cancer Biomark","27","2","213-223","Cervical cancer (CC) is one kind of female cancer. With the development of bioinformatics, targeted specific biomarkers therapy has become much more valuable. GSE26511 was obtained from gene expression omnibus (GEO). We utilized a package called ""WGCNA"" to build co-expression network and choose the hub module. Search Tool for the Retrieval of Interacting Genes Database (STRING) was used to analyze protein-protein interaction (PPI) information of those genes in the hub module. A Plug-in called MCODE was utilized to choose hub clusters of PPI network, which was visualized in Cytoscape. Clusterprofiler was used to do functional analysis. Univariate and multivariate cox proportional hazards regression analysis were both conducted to predict the risk score of CC patients. Kaplan-Meier curve analysis was done to show the overall survival. Receiver operating characteristic (ROC) curve analysis was utilized to evaluate the predictive value of the patient outcome. Validation of the hub gene in databases, Gene set enrichment analysis (GSEA) and GEPIA were completed. We built co-expression network based on GSE26511 and one CC-related module was identified. Functional analysis of this module showed that extracellular space and Signaling pathways regulating pluripotency of stem cells were most related pathways. PPI network screened GNG11 as the most valuable protein. Cox analysis showed that ACKR1 was negatively correlated with CC progression, which was validated in Gene Expression Profiling Interactive Analysis (GEPIA) and datasets. Survival analysis was performed and showed the consistent result. GSEA set enrichment analysis was also completed. This study showed hub functional terms and gene participated in CC and then speculated that ACKR1 might be tumor suppressor for CC.","Biomarkers, Tumor|Computational Biology|Duffy Blood-Group System|Female|Gene Expression Profiling|Gene Expression Regulation, Neoplastic|Gene Regulatory Networks|Humans|Lymphatic Metastasis|Prognosis|Protein Interaction Maps|Receptors, Cell Surface|Survival Rate|Uterine Cervical Neoplasms","ACKR1 protein, human|Biomarkers, Tumor|Duffy Blood-Group System|Receptors, Cell Surface","NA","NA","NA","NA","Journal Article"
"31949653",NA,"Jiang Y|Yin F|Chen Y|Yue L|Li L","2018","Discovery of microarray-identified genes associated with the progression of cervical intraepithelial neoplasia.","Int J Clin Exp Pathol","11","12","5667-5681","To identify genes potentially associated with cervical intraepithelial neoplasia (CIN) progression through bioinformatic approaches and clinicopathological verification.|mRNA expression microarray data related to CIN progression were screened from the Gene Expression Omnibus (GEO) database and re-analyzed using bioinformatics approaches. Tissue microarray immunohistochemistry was conducted to assess the significant identified genes in CIN, cervical cancer, and normal tissues.|Biological annotation and text mining showed that 14 differentially expressed genes were directly or indirectly related to CIN progression. The expression of 5 up-regulated differentially expressed genes, namely, CCND2, TGFBR2, PRKCB, SH3KBP1 and WNT2B, was examined by tissue microarray immunohistochemistry, with the known CIN progression genes P16 and Ki-67 as the internal reference. Expression of TGFBR2, SH3KBP1, and WNT2B were not detected in CIN and cervical carcinoma, whereas no significant difference in the expression rate of PRKCB was detected (P > 0.05). CCND2, P16, and Ki-67 expression showed a gradual increasing trend in normal, CIN, and cervical cancer.|14 differentially expressed genes were associated with CIN progression, as indicated by the microarray data analysis results. CCND2 may be a new marker for the prediction of CIN progression in addition to P16 and Ki-67.","NA","NA","NA","NA","NA","NA","Journal Article"
"31369759","10.1016/j.lfs.2019.116708","Wang R|Li Y|Du P|Zhang X|Li X|Cheng G","2019","Hypomethylation of the lncRNA SOX21-AS1 has clinical prognostic value in cervical cancer.","Life Sci","233",NA,"116708","Cervical cancer seriously affects women's health. The function of methylated alterations in the long non-coding RNAs (lncRNAs) promote the progression and metastasis of cancer. Our study aims to identify the functional effects of lncRNA methylation in cervical carcinogenesis.|Genome-wide DNA methylation of 6 samples was assessed using the Illumina Infinium MethylationEPIC BeadChip. RNA sequencing (RNA-seq) data and survival follow-up time of 307 samples from The Cancer Genome Atlas (TCGA) dataset were enrolled in this study. The statistical analysis and graphical work were mainly realized by R language.|Methylation map identified 3962 hypermethylated CpG sites and 4484 hypomethylated CpG sites in cervical cancer (|Δβ| ≥ 0.20). Bioinformatic analysis of the lncRNA expression identified 363 upregulated and 664 downregulated lncRNAs with log2 (fold change) ≥ 1.00 in squamous cervical carcinoma (SCC) samples. Weighted gene co-expression network analysis (WGCNA) and Venn diagram revealed that lncRNA MAGI2 antisense RNA 3 (lncRNA MAGI2-AS3), lncRNA WT1 antisense RNA (lncRNA WT1-AS) and lncRNA SOX21 antisense divergent transcript 1 (lncRNA SOX21-AS1) were important methylation changed lncRNAs. Kaplan-Meier survival curves showed only lncRNA SOX21-AS1 had clinical prognostic value in cervical cancer. Gene set enrichment analysis (GSEA) suggest that lncRNA SOX21-AS1 involve in the multiple cellular processes and might significantly suppress cervical tumorigenesis.|These insights into the functional role of lncRNA SOX21-AS1 DNA methylome alterations in cervical cancer might promote clinically new applicable in diagnosis and prognosis.","Adult|Biomarkers, Tumor|Carcinoma, Squamous Cell|Case-Control Studies|Cell Proliferation|DNA Methylation|Female|Gene Expression Regulation, Neoplastic|Gene Regulatory Networks|Humans|Middle Aged|Prognosis|RNA, Long Noncoding|Survival Rate|Tumor Cells, Cultured|Uterine Cervical Neoplasms","Biomarkers, Tumor|RNA, Long Noncoding|long noncoding RNA SOX21-AS1, human","NA","NA","NA","NA","Journal Article"
"31354287","10.2147/OTT.S199615","Dai F|Chen G|Wang Y|Zhang L|Long Y|Yuan M|Yang D|Liu S|Cheng Y|Zhang L","2019","Identification of candidate biomarkers correlated with the diagnosis and prognosis of cervical cancer via integrated bioinformatics analysis.","Onco Targets Ther","12",NA,"4517-4532","Background: Cervical carcinoma is one of the most common malignant gynecological tumors and is associated with high rates of morbidity and mortality. Early diagnosis and early treatment can reduce the mortality rate of cervical cancer. However, there is still no specific biomarkers for the diagnosis and detection of cervical cancer prognosis. Therefore, it is greatly urgent in searching biomarkers correlated with the diagnosis and prognosis of cervical cancer. Results: The mRNA and microRNA expression profile datasets (GSE7803, GSE9750, GSE63514, and GSE30656) were downloaded from the Gene Expression Omnibus database (GEO). The three microarray datasets were integrated to one via integrated bioinformatics. Differentially expressed genes (DEGs) and microRNAs (DEMs) were obtained by R software. The protein-protein interaction (PPI) networks of the DEGs were performed from the STRING database and further visualized by Cytoscape software. A total of 83 DEGs and 14 DEMs were screened from the microarray expression profile datasets. The miRNAs validated to be associated with cervical cancer were obtained using HMDD online website and the target genes of DEMs were identified using the miRWalk2.0 online database. ESR1, PPP1R3C, NSG1, and TMPRSS11D were the gene targets of hsa-miR-21; the targets of hsa-miR-16 were GYS2, ENDOU, and KLF4. These targets were all downregulated in cervical cancer. Finally, we verified the expression of those targets in cervical tissues from TCGA and GTEx databases and analyzed their relationship with survival of cervical cancer patients. In the end, the expression of key genes in cervical cancer tissues was verified via experiment method, we found KLF4 and ESR1 were downregulated in tumor tissues. Conclusion: This study indicates that KLF4 and ESR1 are downregulated by the upregulated miR21 and miRNA16 in cervical cancer, respectively, using bioinformatics analysis, and the lower expression of KLF4 and ESR1 is closely related to the poor prognosis. They might be of clinical significance for the diagnosis and prognosis of cervical cancer, and provide effective targets for the treatment of cervical cancer.","NA","NA","NA","NA","NA","NA","Journal Article"
"30918060","10.1128/mSphere.00129-19","Yang R|Klimentová J|Göckel-Krzikalla E|Ly R|Gmelin N|Hotz-Wagenblatt A|Řehulková H|Stulík J|Rösl F|Niebler M","2019","Combined Transcriptome and Proteome Analysis of Immortalized Human Keratinocytes Expressing Human Papillomavirus 16 (HPV16) Oncogenes Reveals Novel Key Factors and Networks in HPV-Induced Carcinogenesis.","mSphere","4","2",NA,"Although the role of high-risk human papillomaviruses (hrHPVs) as etiological agents in cancer development has been intensively studied during the last decades, there is still the necessity of understanding the impact of the HPV E6 and E7 oncogenes on host cells, ultimately leading to malignant transformation. Here, we used newly established immortalized human keratinocytes with a well-defined HPV16 E6E7 expression cassette to get a more complete and less biased overview of global changes induced by HPV16 by employing transcriptome sequencing (RNA-Seq) and stable isotope labeling by amino acids in cell culture (SILAC). This is the first study combining transcriptome and proteome data to characterize the impact of HPV oncogenes in human keratinocytes in comparison with their virus-negative counterparts. To enhance the informative value and accuracy of the RNA-Seq data, four different bioinformatic workflows were used. We identified potential novel upstream regulators (e.g., CNOT7, SPDEF, MITF, and PAX5) controlling distinct clusters of genes within the HPV-host cell network as well as distinct factors (e.g., CPPED1, LCP1, and TAGLN) with essential functions in cancer. Validated results in this study were compared to data sets from The Cancer Genome Atlas (TCGA), demonstrating that several identified factors were also differentially expressed in cervical squamous cell carcinoma and endocervical adenocarcinoma (CESC) and HPV-positive head and neck squamous cell carcinomas (HNSCs). This highly integrative approach allows the identification of novel HPV-induced cellular changes that are also reflected in cancer patients, providing a promising omics data set for future studies in both basic and translational research.IMPORTANCE Human papillomavirus (HPV)-associated cancers still remain a big health problem, especially in developing countries, despite the availability of prophylactic vaccines. Although HPV oncogenes have been intensively investigated for decades, a study applying recent advances in RNA-Seq and quantitative proteomic approaches to a precancerous model system with well-defined HPV oncogene expression alongside HPV-negative parental cells has been missing until now. Here, combined omics analyses reveal global changes caused by the viral oncogenes in a less biased way and allow the identification of novel factors and key cellular networks potentially promoting malignant transformation. In addition, this system also provides a basis for mechanistic research on novel key factors regulated by HPV oncogenes, especially those that are confirmed in vivo in cervical cancer as well as in head and neck cancer patient samples from TCGA data sets.","Adenocarcinoma|Carcinogenesis|Carcinoma, Squamous Cell|Cell Transformation, Neoplastic|Computational Biology|Female|Gene Expression Profiling|Gene Regulatory Networks|High-Throughput Nucleotide Sequencing|Human papillomavirus 16|Humans|Keratinocytes|Oncogene Proteins, Viral|Proteome|Proteomics|Squamous Cell Carcinoma of Head and Neck|Transcriptome|Uterine Cervical Neoplasms","Oncogene Proteins, Viral|Proteome","NA","NA","NA","NA","Journal Article|Research Support, Non-U.S. Gov't"
